,x,y
0,0.9999984378136765,0.18963906727040686
1,0.8717640968929071,0.2766933569919485
2,0.7416305374422503,0.36892861494676016
3,0.609789185515114,0.4622143105545374
4,0.47648175849689,0.5550001026260433
5,0.3420269693755392,0.6465911761012224
6,0.20687748604735756,0.7366752960119458
7,0.07179879210155357,0.8252106672242645
8,-0.06167921048770112,0.9125403085084689
9,-0.18964163351612626,0.9999984164599708
10,0.9125402231418136,0.06167697467521843
11,0.7818771700831721,0.14827099879043876
12,0.6508853385278143,0.24023065494699208
13,0.5193399720213828,0.33289062149001725
14,0.38695865469731344,0.42484817112166395
15,0.2536842163123247,0.515632147664342
16,0.119647901264393,0.6051585419466161
17,-0.014739805061268544,0.6936478367095787
18,-0.14827296379264146,0.7818769090099054
19,-0.27669508685029964,0.8717632983430532
20,0.8252106763463279,-0.07180051360292665
21,0.693647646213174,0.014738168646734634
22,0.5612866432889768,0.10643785278452329
23,0.4287609029308028,0.1989246437164699
24,0.29584209228472225,0.29082699062751394
25,0.16232861237805304,0.38177877981249414
26,0.028144331816934362,0.4718211417602105
27,-0.10643932346089587,0.5612868439132512
28,-0.24023298940313437,0.6508843744904027
29,-0.36893057075879554,0.7416290920286733
30,0.736674632307208,-0.2068792526887432
31,0.6051575849160169,-0.119648647255077
32,0.471821144640872,-0.028144792456896883
33,0.33822186756868505,0.06413809842521363
34,0.20446456539998012,0.15607995962725918
35,0.07038815619760204,0.24740907321331515
36,-0.06413829561782414,0.33822275205905455
37,-0.19892563893538098,0.4287587347196453
38,-0.33289200963667903,0.5193389206801831
39,-0.4622158554118668,0.6097876371998383
40,0.6465902566773261,-0.3420279245571298
41,0.5156318361796608,-0.25368559300328
42,0.38177735108333105,-0.1623269947138692
43,0.24741102580197588,-0.07038698619486423
44,0.11302054338965548,0.02143496178574993
45,-0.021430035639965345,0.11302279784293345
46,-0.15607640822942723,0.20446483696896042
47,-0.2908271549515683,0.2958446648678398
48,-0.4248474031121514,0.38695630699552935
49,-0.5550019311136019,0.4764789309287964
50,0.5550002016864158,-0.476483316258003
51,0.42484708210253846,-0.38695865828777715
52,0.2908275573019089,-0.2958437518815967
53,0.15607729737176118,-0.20446219429331197
54,0.021434463314692707,-0.11301983474654412
55,-0.11301918920718422,-0.02142978403886407
56,-0.24740847099214566,0.07038746039023783
57,-0.381778464133064,0.16232576426479903
58,-0.5156318128994918,0.253682919582456
59,-0.646591316344624,0.3420236558653957
60,0.4622144062176608,-0.6097916017072202
61,0.3328905318740354,-0.5193402554085926
62,0.19892632100798538,-0.42875954703549746
63,0.06413886860876222,-0.338218445922243
64,-0.07038226255707099,-0.2474064967424184
65,-0.20446422105897696,-0.1560747039094409
66,-0.3382206790447647,-0.06413808236724013
67,-0.4718201785347683,0.02814278256254234
68,-0.605158549362438,0.1196456340941258
69,-0.7366754109936221,0.2068742996784822
70,0.36892675899776306,-0.7416325345055388
71,0.24023101337959277,-0.6508857977124911
72,0.10643916886519163,-0.5612856820489954
73,-0.028143247098184013,-0.47181809507069183
74,-0.16232374513911288,-0.3817752974810119
75,-0.2958426153441636,-0.2908231961769197
76,-0.4287585217715652,-0.19892484131737273
77,-0.561285178767491,-0.10643976248802929
78,-0.693647366173333,-0.014740421023475305
79,-0.8252102737104259,0.07179672380109994
80,0.27668891616336133,-0.8717654224103031
81,0.1482693899586248,-0.7818770648715823
82,0.014738197261801922,-0.6936462416144926
83,-0.1196463367946036,-0.6051552429235039
84,-0.253681770428007,-0.5156288289932481
85,-0.386956386181396,-0.424844429650888
86,-0.5193385646082748,-0.3328911838490852
87,-0.6508858546494366,-0.24023314084980246
88,-0.7818779711682667,-0.14827427127808668
89,-0.9125390556543412,-0.061678704233554586
90,0.18963292867189452,-1.0
91,0.06167350118503736,-0.9125397397460466
92,-0.07180109862515134,-0.8252093337381028
93,-0.2068775670793624,-0.7366716422186327
94,-0.3420237353800195,-0.6465871393375483
95,-0.4764797242992254,-0.5549978992776303
96,-0.6097885188138156,-0.46221502558450334
97,-0.7416312427843229,-0.3689301638026336
98,-0.8717641183437058,-0.27669552331263414
99,-0.999997449202153,-0.18963827213878517
