Round,CorrectRate,IncorrectRate,UndeterRate,ActiveSensorRate,ActiveAgentRate,DeterminedSensorRate,StepMessageSize,SensorSize,CorrectSensorSizeRate,NetworkSize,FinalSteps,AverageWeight,VarWeight,SimpsonsD,BetterSimpsonD,BadCommunityCorrectRate,BadCommunityIncorrectRate,BadCommunityUndeterRate,NormalCommunityCorrectRate,NormalCommunityIncorrectRate,NormalCommunityUndeterRate,0,1
0,0.05,0,0.95,200,35,1,235,5,1,100,2000,0.460831277777778,0.0400777019613611,0.9975,0.049875,NaN,NaN,NaN,0.05,0,0.95,0.05,0
1,0.05,0,0.95,200,26,1,226,5,1,100,2000,0.462288,0.038841113856,0.9975,0.049875,NaN,NaN,NaN,0.05,0,0.95,0.05,0
2,0.06,0.02,0.92,200,35,1,236,5,0.8,100,2000,0.476389,0.039564169579,0.996,0.07968,NaN,NaN,NaN,0.06,0.02,0.92,0.06,0.02
3,0.08,0,0.92,200,23,1,224,5,1,100,2000,0.479389,0.040147395579,0.9936,0.079488,NaN,NaN,NaN,0.08,0,0.92,0.08,0
4,0.1,0.01,0.89,200,32,1,235,5,1,100,2000,0.48889,0.0422426569,0.9899,0.108889,NaN,NaN,NaN,0.1,0.01,0.89,0.1,0.01
5,0.12,0,0.88,200,31,1,235,5,1,100,2000,0.490991,0.041359467019,0.9856,0.118272,NaN,NaN,NaN,0.12,0,0.88,0.12,0
6,0.11,0.01,0.88,200,34,1,238,5,1,100,2000,0.497495,0.039895874475,0.9878,0.118536,NaN,NaN,NaN,0.11,0.01,0.88,0.11,0.01
7,0.1,0.03,0.87,200,37,1,242,5,0.8,100,2000,0.504195,0.040436891475,0.9891,0.128583,NaN,NaN,NaN,0.1,0.03,0.87,0.1,0.03
8,0.15,0,0.85,200,41,1,245,5,1,100,2000,0.509795,0.041687667475,0.9775,0.146625,NaN,NaN,NaN,0.15,0,0.85,0.15,0
9,0.11,0.04,0.85,200,47,1,251,5,1,100,2000,0.516195,0.041370611475,0.9863,0.147945,NaN,NaN,NaN,0.11,0.04,0.85,0.11,0.04
10,0.08,0.09,0.83,200,63,1,267,5,1,100,2000,0.519895,0.041412818475,0.9855,0.167535,NaN,NaN,NaN,0.08,0.09,0.83,0.08,0.09
11,0.17,0.01,0.82,200,52,1,256,5,1,100,2000,0.526395,0.041754233475,0.971,0.17478,NaN,NaN,NaN,0.17,0.01,0.82,0.17,0.01
12,0.09,0.09,0.82,200,62,1,266,5,1,100,2000,0.533495,0.042043434475,0.9838,0.177084,NaN,NaN,NaN,0.09,0.09,0.82,0.09,0.09
13,0.09,0.1,0.81,200,86,1,290,5,0.8,100,2000,0.540395,0.043035973475,0.9819,0.186561,NaN,NaN,NaN,0.09,0.1,0.81,0.09,0.1
14,0.09,0.12,0.79,200,69,1,273,5,1,100,2000,0.547995,0.043511729475,0.9775,0.205275,NaN,NaN,NaN,0.09,0.12,0.79,0.09,0.12
15,0.1,0.12,0.78,200,72,1,276,5,1,100,2000,0.555495000000001,0.043846054475,0.9756,0.214632,NaN,NaN,NaN,0.1,0.12,0.78,0.1,0.12
