Round,CorrectRate,IncorrectRate,UndeterRate,ActiveSensorRate,ActiveAgentRate,DeterminedSensorRate,StepMessageSize,SensorSize,CorrectSensorSizeRate,NetworkSize,FinalSteps,AverageWeight,VarWeight,SimpsonsD,BetterSimpsonD,BadCommunityCorrectRate,BadCommunityIncorrectRate,BadCommunityUndeterRate,NormalCommunityCorrectRate,NormalCommunityIncorrectRate,NormalCommunityUndeterRate,0,1
0,0.049,0.001,0.95,1000,412,1,1436,50,0.98,1000,2000,0.264192385714285,0.00203861271972106,0.997598,0.0498799,NaN,NaN,NaN,0.049,0.001,0.95,0.049,0.001
1,0.047,0.003,0.95,1000,346,1,1346,50,0.94,1000,2000,0.2692077,0.00167909403071,0.997782,0.0498891,NaN,NaN,NaN,0.047,0.003,0.95,0.047,0.003
2,0.047,0.003,0.95,1000,352,1,1352,50,0.94,1000,2000,0.2773978,0.00235810633516,0.997782,0.0498891,NaN,NaN,NaN,0.047,0.003,0.95,0.047,0.003
3,0.046,0.003,0.951,1000,359,0.98,1359,50,0.92,1000,2000,0.2855178,0.00341305566315999,0.997875,0.048895875,NaN,NaN,NaN,0.046,0.003,0.951,0.046,0.003
4,0.044,0.006,0.95,1000,366,1,1366,50,0.88,1000,2000,0.2936978,0.00494190805515999,0.998028,0.0499014,NaN,NaN,NaN,0.044,0.006,0.95,0.044,0.006
5,0.051,0.004,0.945,1000,382,1,1388,50,0.92,1000,2000,0.3051278,0.00787731744715998,0.997383,0.0548560650000001,NaN,NaN,NaN,0.051,0.004,0.945,0.051,0.004
6,0.059,0.002,0.939,1000,426,1,1454,50,0.96,1000,2000,0.3162278,0.01142189028716,0.996515,0.0607874150000001,NaN,NaN,NaN,0.059,0.002,0.939,0.059,0.002
7,0.076,0.01,0.914,1000,534,1,1598,50,0.96,1000,2000,0.3297778,0.01681752440716,0.994124,0.085494664,NaN,NaN,NaN,0.076,0.01,0.914,0.076,0.01
8,0.108,0.01,0.882,1000,647,1,1773,50,0.92,1000,2000,0.3493978,0.0263982231351599,0.988236,0.116611848,NaN,NaN,NaN,0.108,0.01,0.882,0.108,0.01
9,0.175,0.016,0.809,1000,871,1,2206,50,0.92,1000,2000,0.3689879,0.03702141744359,0.969119,0.185101729,NaN,NaN,NaN,0.175,0.016,0.809,0.175,0.016
10,0.24,0.051,0.709,1000,1149,1,2822,50,0.9,1000,2000,0.398798,0.057212136996,0.939799,0.273481509,NaN,NaN,NaN,0.24,0.051,0.709,0.24,0.051
11,0.21,0.084,0.706,1000,1065,1,2833,50,0.86,1000,2000,0.4068881,0.0569372018883899,0.948844,0.278960136,NaN,NaN,NaN,0.21,0.084,0.706,0.21,0.084
12,0.273,0.037,0.69,1000,1131,1,2935,50,0.96,1000,2000,0.413538099999999,0.05672839765839,0.924102,0.28647162,NaN,NaN,NaN,0.273,0.037,0.69,0.273,0.037
13,0.232,0.087,0.681,1000,1184,1,2989,50,0.88,1000,2000,0.4204881,0.05639680556839,0.938607,0.299415633,NaN,NaN,NaN,0.232,0.087,0.681,0.232,0.087
14,0.255,0.082,0.663,1000,1279,1,3096,50,0.88,1000,2000,0.4284381,0.0564209322783899,0.928251,0.312820587,NaN,NaN,NaN,0.255,0.082,0.663,0.255,0.082
15,0.294,0.087,0.619,1000,1493,1,3441,50,0.84,1000,2000,0.4384382,0.05734551060076,0.905995,0.345184095,NaN,NaN,NaN,0.294,0.087,0.619,0.294,0.087
16,0.378,0.051,0.571,1000,1664,1,3630,50,0.88,1000,2000,0.4505184,0.0588900111014399,0.854515,0.366586935,NaN,NaN,NaN,0.378,0.051,0.571,0.378,0.051
17,0.426,0.034,0.54,1000,1725,1,3824,50,0.92,1000,2000,0.4665585,0.0615798319277499,0.817368,0.37598928,NaN,NaN,NaN,0.426,0.034,0.54,0.426,0.034
18,0.378,0.091,0.531,1000,1670,1,3871,50,0.94,1000,2000,0.4849088,0.06637837756256,0.848835,0.398103615,NaN,NaN,NaN,0.378,0.091,0.531,0.378,0.091
19,0.438,0.043,0.519,1000,1662,1,3926,50,0.98,1000,2000,0.5070688,0.07422878594656,0.806307,0.387833667,NaN,NaN,NaN,0.438,0.043,0.519,0.438,0.043
20,0.45,0.045,0.505,1000,1727,1,4010,50,0.92,1000,2000,0.5258388,0.0806063642945598,0.795475,0.393760125,NaN,NaN,NaN,0.45,0.045,0.505,0.45,0.045
21,0.354,0.157,0.489,1000,2165,1,4576,50,0.92,1000,2000,0.5392188,0.0836233696065601,0.850035,0.434367885,NaN,NaN,NaN,0.354,0.157,0.489,0.354,0.157
22,0.374,0.167,0.459,1000,2275,1,4714,50,0.92,1000,2000,0.5481588,0.08311800186256,0.832235,0.450239135,NaN,NaN,NaN,0.374,0.167,0.459,0.374,0.167
23,0.402,0.159,0.439,1000,2053,1,4492,50,0.9,1000,2000,0.559108899999999,0.08307103183079,0.813115,0.456157515,NaN,NaN,NaN,0.402,0.159,0.439,0.402,0.159
24,0.546,0.031,0.423,1000,1992,1,4481,50,0.98,1000,2000,0.570668899999999,0.0827651124627898,0.700923,0.404432571,NaN,NaN,NaN,0.546,0.031,0.423,0.546,0.031
25,0.593,0.003,0.404,1000,2060,1,4613,50,0.94,1000,2000,0.584668900000001,0.08383518326279,0.648342,0.386411832,NaN,NaN,NaN,0.593,0.003,0.404,0.593,0.003
26,0.567,0.042,0.391,1000,2260,1,4917,50,0.94,1000,2000,0.598368900000001,0.08541930540279,0.676747,0.412138923,NaN,NaN,NaN,0.567,0.042,0.391,0.567,0.042
27,0.463,0.159,0.378,1000,2308,1,5161,50,0.84,1000,2000,0.610858900000001,0.08581144818079,0.76035,0.4729377,NaN,NaN,NaN,0.463,0.159,0.378,0.463,0.159
28,0.636,0.019,0.345,1000,2256,1,4984,50,1,1000,2000,0.621638999999999,0.085597985579,0.595143,0.389818665,NaN,NaN,NaN,0.636,0.019,0.345,0.636,0.019
29,0.538,0.134,0.328,1000,2360,1,5109,50,0.94,1000,2000,0.632789,0.0846840433790001,0.6926,0.4654272,NaN,NaN,NaN,0.538,0.134,0.328,0.538,0.134
30,0.383,0.31,0.307,1000,2862,1,5982,50,0.9,1000,2000,0.641639,0.0833982255789999,0.757211,0.524747223,NaN,NaN,NaN,0.383,0.31,0.307,0.383,0.31
31,0.682,0.025,0.293,1000,2436,1,5279,50,0.98,1000,2000,0.6520491,0.0817852150991898,0.534251,0.377715457,NaN,NaN,NaN,0.682,0.025,0.293,0.682,0.025
32,0.715,0,0.285,1000,2422,1,5315,50,1,1000,2000,0.6633891,0.08118841391119,0.488775,0.349474125,NaN,NaN,NaN,0.715,0,0.285,0.715,0
33,0.628,0.099,0.273,1000,2461,1,5435,50,0.94,1000,2000,0.6733291,0.08036362300319,0.595815,0.433157505,NaN,NaN,NaN,0.628,0.099,0.273,0.628,0.099
34,0.711,0.027,0.262,1000,2496,1,5471,50,0.96,1000,2000,0.682269200000001,0.0788810586513601,0.49375,0.3643875,NaN,NaN,NaN,0.711,0.027,0.262,0.711,0.027
35,0.734,0.025,0.241,1000,2613,1,5628,50,1,1000,2000,0.6915592,0.0775827508153601,0.460619,0.349609821,NaN,NaN,NaN,0.734,0.025,0.241,0.734,0.025
36,0.186,0.575,0.239,1000,3365,1,6622,50,0.9,1000,2000,0.7003692,0.0757127236113599,0.634779,0.483066819,NaN,NaN,NaN,0.186,0.575,0.239,0.186,0.575
37,0.717,0.068,0.215,1000,2814,1,6223,50,0.96,1000,2000,0.709889199999999,0.0743345676433599,0.481287,0.377810295,NaN,NaN,NaN,0.717,0.068,0.215,0.717,0.068
38,0.794,0,0.206,1000,2588,1,5777,50,1,1000,2000,0.7191092,0.07309304639536,0.369564,0.293433816,NaN,NaN,NaN,0.794,0,0.206,0.794,0
39,0.797,0.001,0.202,1000,2611,1,5855,50,0.98,1000,2000,0.727669200000001,0.0718925352913601,0.36479,0.29110242,NaN,NaN,NaN,0.797,0.001,0.202,0.797,0.001
40,0.49,0.322,0.188,1000,4343,1,8515,50,0.9,1000,2000,0.7317693,0.0704347375075099,0.656216,0.532847392,NaN,NaN,NaN,0.49,0.322,0.188,0.49,0.322
41,0.772,0.056,0.172,1000,2735,1,6017,50,0.98,1000,2000,0.7378993,0.0689983949895098,0.40088,0.33192864,NaN,NaN,NaN,0.772,0.056,0.172,0.772,0.056
42,0.803,0.034,0.163,1000,2750,1,6035,50,0.98,1000,2000,0.7431393,0.0670056007255099,0.354035,0.296327295,NaN,NaN,NaN,0.803,0.034,0.163,0.803,0.034
43,0.847,0,0.153,1000,2715,1,6095,50,1,1000,2000,0.749909299999999,0.06496531570351,0.282591,0.239354577,NaN,NaN,NaN,0.847,0,0.153,0.847,0
44,0.602,0.255,0.143,1000,4565,1,8910,50,0.88,1000,2000,0.756799599999999,0.06243241139984,0.572571,0.490693347,NaN,NaN,NaN,0.602,0.255,0.143,0.602,0.255
45,0.865,0.005,0.13,1000,2876,1,6255,50,0.9,1000,2000,0.7631496,0.06072570397984,0.25175,0.2190225,NaN,NaN,NaN,0.865,0.005,0.13,0.865,0.005
46,0.567,0.287,0.146,1000,4494,1,8827,50,0.86,1000,2000,0.770709599999999,0.05855364042784,0.596142,0.509105268,NaN,NaN,NaN,0.567,0.287,0.146,0.567,0.287
47,0.836,0.042,0.122,1000,2829,1,6286,50,0.98,1000,2000,0.775619599999999,0.05708304605584,0.29934,0.26282052,NaN,NaN,NaN,0.836,0.042,0.122,0.836,0.042
48,0.856,0.038,0.106,1000,2921,1,6429,50,0.98,1000,2000,0.781179600000001,0.0549243545038399,0.26582,0.23764308,NaN,NaN,NaN,0.856,0.038,0.106,0.856,0.038
49,0.9,0,0.1,1000,2922,1,6429,50,1,1000,2000,0.785819599999999,0.0534758062158401,0.19,0.171,NaN,NaN,NaN,0.9,0,0.1,0.9,0
50,0.852,0.037,0.111,1000,2889,1,6357,50,0.98,1000,2000,0.787939600000001,0.0525794567118399,0.272727,0.242454303,NaN,NaN,NaN,0.852,0.037,0.111,0.852,0.037
51,0.914,0.002,0.084,1000,2980,1,6591,50,0.96,1000,2000,0.7929497,0.0513413732399099,0.1646,0.1507736,NaN,NaN,NaN,0.914,0.002,0.084,0.914,0.002
52,0.156,0.762,0.082,1000,3994,1,8109,50,0.9,1000,2000,0.797849700000001,0.04986223617991,0.39502,0.36262836,NaN,NaN,NaN,0.156,0.762,0.082,0.156,0.762
