Round,CorrectRate,IncorrectRate,UndeterRate,ActiveSensorRate,ActiveAgentRate,DeterminedSensorRate,StepMessageSize,SensorSize,CorrectSensorSizeRate,NetworkSize,FinalSteps,AverageWeight,VarWeight,SimpsonsD,BetterSimpsonD,BadCommunityCorrectRate,BadCommunityIncorrectRate,BadCommunityUndeterRate,NormalCommunityCorrectRate,NormalCommunityIncorrectRate,NormalCommunityUndeterRate,0,1
0,0.048,0.002,0.95,600,189,1,807,25,0.96,500,2000,0.264019471428571,0.00208260004831245,0.997692,0.0498846,NaN,NaN,NaN,0.048,0.002,0.95,0.048,0.002
1,0.044,0.006,0.95,600,201,1,801,25,0.88,500,2000,0.2691774,0.00173143306924,0.998028,0.0499014,NaN,NaN,NaN,0.044,0.006,0.95,0.044,0.006
2,0.044,0.006,0.95,600,205,1,808,25,0.88,500,2000,0.2772574,0.00243705588524,0.998028,0.0499014,NaN,NaN,NaN,0.044,0.006,0.95,0.044,0.006
3,0.05,0,0.95,600,184,1,784,25,1,500,2000,0.2851574,0.00350455896524,0.9975,0.049875,NaN,NaN,NaN,0.05,0,0.95,0.05,0
4,0.048,0.002,0.95,600,173,1,773,25,0.96,500,2000,0.2930974,0.00504380385324,0.997692,0.0498846,NaN,NaN,NaN,0.048,0.002,0.95,0.048,0.002
5,0.048,0.002,0.95,600,173,1,773,25,0.96,500,2000,0.3041774,0.00787621506923999,0.997692,0.0498846,NaN,NaN,NaN,0.048,0.002,0.95,0.048,0.002
6,0.048,0.002,0.95,600,193,1,797,25,0.96,500,2000,0.3153974,0.01158822981324,0.997692,0.0498846,NaN,NaN,NaN,0.048,0.002,0.95,0.048,0.002
7,0.084,0.004,0.912,600,281,1,897,25,0.96,500,2000,0.3285574,0.01695721664524,0.992928,0.087377664,NaN,NaN,NaN,0.084,0.004,0.912,0.084,0.004
8,0.11,0.05,0.84,600,408,1,1120,25,0.88,500,2000,0.3474976,0.02613784775424,0.9854,0.157664,NaN,NaN,NaN,0.11,0.05,0.84,0.11,0.05
9,0.19,0.038,0.772,600,516,1,1343,25,0.96,500,2000,0.367377799999999,0.03644562184716,0.962456,0.219439968,NaN,NaN,NaN,0.19,0.038,0.772,0.19,0.038
10,0.29,0,0.71,600,561,1,1507,25,1,500,2000,0.3950978,0.05502614221516,0.9159,0.265611,NaN,NaN,NaN,0.29,0,0.71,0.29,0
11,0.232,0.066,0.702,600,588,1,1542,25,0.92,500,2000,0.401778,0.054396240516,0.94182,0.28066236,NaN,NaN,NaN,0.232,0.066,0.702,0.232,0.066
12,0.29,0.016,0.694,600,564,1,1523,25,0.96,500,2000,0.4083182,0.05430961336876,0.915644,0.280187064,NaN,NaN,NaN,0.29,0.016,0.694,0.29,0.016
13,0.26,0.058,0.682,600,612,1,1584,25,0.96,500,2000,0.4145182,0.05398446768876,0.929036,0.295433448,NaN,NaN,NaN,0.26,0.058,0.682,0.26,0.058
14,0.242,0.102,0.656,600,681,1,1698,25,0.92,500,2000,0.4238984,0.05412528031744,0.931032,0.320275008,NaN,NaN,NaN,0.242,0.102,0.656,0.242,0.102
15,0.304,0.074,0.622,600,802,1,1825,25,0.96,500,2000,0.4339184,0.05488535998144,0.902108,0.340996824,NaN,NaN,NaN,0.304,0.074,0.622,0.304,0.074
16,0.384,0.028,0.588,600,793,1,1855,25,0.92,500,2000,0.4460786,0.0565925044820399,0.85176,0.35092512,NaN,NaN,NaN,0.384,0.028,0.588,0.384,0.028
17,0.38,0.052,0.568,600,793,1,1930,25,0.96,500,2000,0.4633586,0.06028048566604,0.852896,0.368451072,NaN,NaN,NaN,0.38,0.052,0.568,0.38,0.052
18,0.436,0.026,0.538,600,795,1,1992,25,0.96,500,2000,0.4816786,0.06562066816204,0.809228,0.373863336,NaN,NaN,NaN,0.436,0.026,0.538,0.436,0.026
19,0.448,0.02,0.532,600,831,1,2058,25,0.96,500,2000,0.5043388,0.07306931269456,0.798896,0.373883328,NaN,NaN,NaN,0.448,0.02,0.532,0.448,0.02
20,0.432,0.058,0.51,600,894,1,2108,25,0.96,500,2000,0.5203388,0.07790407109456,0.810012,0.39690588,NaN,NaN,NaN,0.432,0.058,0.51,0.432,0.058
21,0.432,0.082,0.486,600,936,1,2198,25,0.96,500,2000,0.5351388,0.08028596261456,0.806652,0.414619128,NaN,NaN,NaN,0.432,0.082,0.486,0.432,0.082
22,0.454,0.076,0.47,600,999,1,2300,25,0.96,500,2000,0.545438799999999,0.07987907333456,0.788108,0.41769724,NaN,NaN,NaN,0.454,0.076,0.47,0.454,0.076
23,0.53,0.042,0.428,600,1065,1,2347,25,1,500,2000,0.5569188,0.07982830408656,0.717336,0.410316192,NaN,NaN,NaN,0.53,0.042,0.428,0.53,0.042
24,0.596,0.002,0.402,600,1047,1,2413,25,0.96,500,2000,0.570599000000001,0.080482423099,0.64478,0.38557844,NaN,NaN,NaN,0.596,0.002,0.402,0.596,0.002
25,0.602,0,0.398,600,1006,1,2407,25,1,500,2000,0.585699,0.0811215432990001,0.637596,0.383832792,NaN,NaN,NaN,0.602,0,0.398,0.602,0
26,0.498,0.114,0.388,600,1090,1,2484,25,1,500,2000,0.600799,0.082594643499,0.739,0.452268,NaN,NaN,NaN,0.498,0.114,0.388,0.498,0.114
27,0.626,0.002,0.372,600,1261,1,2743,25,0.96,500,2000,0.613119000000001,0.083012837739,0.60812,0.38189936,NaN,NaN,NaN,0.626,0.002,0.372,0.626,0.002
28,0.64,0.004,0.356,600,1194,1,2629,25,1,500,2000,0.624799,0.083206291499,0.590384,0.380207296,NaN,NaN,NaN,0.64,0.004,0.356,0.64,0.004
29,0.664,0.004,0.332,600,1151,1,2612,25,0.92,500,2000,0.636359000000001,0.0831844170190001,0.559088,0.373470784,NaN,NaN,NaN,0.664,0.004,0.332,0.664,0.004
30,0.698,0.002,0.3,600,1201,1,2737,25,0.96,500,2000,0.646599,0.0828321630990001,0.512792,0.3589544,NaN,NaN,NaN,0.698,0.002,0.3,0.698,0.002
31,0.712,0,0.288,600,1181,1,2750,25,1,500,2000,0.6587592,0.0819800343353601,0.493056,0.351055872,NaN,NaN,NaN,0.712,0,0.288,0.712,0
32,0.656,0.056,0.288,600,1151,1,2744,25,0.96,500,2000,0.6675192,0.08027358755136,0.566528,0.403367936,NaN,NaN,NaN,0.656,0.056,0.288,0.656,0.056
33,0.722,0,0.278,600,1189,1,2786,25,1,500,2000,0.6775392,0.07937350638336,0.478716,0.345632952,NaN,NaN,NaN,0.722,0,0.278,0.722,0
34,0.734,0.002,0.264,600,1194,1,2816,25,0.96,500,2000,0.6873792,0.0785998773273601,0.46124,0.33947264,NaN,NaN,NaN,0.734,0.002,0.264,0.734,0.002
35,0.746,0.002,0.252,600,1259,1,2863,25,0.96,500,2000,0.694079200000001,0.0769944460473599,0.44348,0.33172304,NaN,NaN,NaN,0.746,0.002,0.252,0.746,0.002
36,0.132,0.656,0.212,600,1427,1,3067,25,0.92,500,2000,0.702319400000001,0.07539314232364,0.55224,0.43516512,NaN,NaN,NaN,0.132,0.656,0.212,0.132,0.656
37,0.796,0,0.204,600,1335,1,3007,25,1,500,2000,0.710479399999999,0.0725071361156401,0.366384,0.291641664,NaN,NaN,NaN,0.796,0,0.204,0.796,0
38,0.078,0.724,0.198,600,1418,1,3121,25,0.92,500,2000,0.7189194,0.07043589824364,0.46974,0.37673148,NaN,NaN,NaN,0.078,0.724,0.198,0.078,0.724
