Round,CorrectRate,IncorrectRate,UndeterRate,ActiveSensorRate,ActiveAgentRate,DeterminedSensorRate,StepMessageSize,SensorSize,CorrectSensorSizeRate,NetworkSize,FinalSteps,AverageWeight,VarWeight,SimpsonsD,BetterSimpsonD,BadCommunityCorrectRate,BadCommunityIncorrectRate,BadCommunityUndeterRate,NormalCommunityCorrectRate,NormalCommunityIncorrectRate,NormalCommunityUndeterRate,0,1
0,0.0433,0.0067,0.95,400,122,1,535,15,0.866666666666667,300,2000,0.471703879365079,0.0363093496812842,0.998077777777778,0.0499038888888889,NaN,NaN,NaN,0.0433,0.0067,0.95,0.0433,0.0067
1,0.0533,0.0067,0.94,400,94,1,497,15,0.866666666666667,300,2000,0.481991333333333,0.0365273370582222,0.997111111111111,0.0598266666666667,NaN,NaN,NaN,0.0533,0.0067,0.94,0.0533,0.0067
2,0.0733,0.0133,0.9133,400,119,1,522,15,1,300,2000,0.499092666666667,0.0391570460128889,0.994444444444444,0.0862183333333333,NaN,NaN,NaN,0.0733,0.0133,0.9133,0.0733,0.0133
3,0.0933,0.0233,0.8833,400,121,1,535,15,0.933333333333333,300,2000,0.510791666666666,0.0404374490972223,0.990744444444444,0.115619876666667,NaN,NaN,NaN,0.0933,0.0233,0.8833,0.0933,0.0233
4,0.14,0.0033,0.8567,400,141,1,562,15,0.933333333333333,300,2000,0.523191666666667,0.0419136490972223,0.980388888888889,0.140489727777778,NaN,NaN,NaN,0.14,0.0033,0.8567,0.14,0.0033
5,0.15,0.01,0.84,400,158,1,575,15,1,300,2000,0.534592666666667,0.0430662166795555,0.9774,0.156384,NaN,NaN,NaN,0.15,0.01,0.84,0.15,0.01
6,0.19,0,0.81,400,174,1,604,15,1,300,2000,0.549361333333333,0.0455367549048889,0.9639,0.183141,NaN,NaN,NaN,0.19,0,0.81,0.19,0
7,0.21,0.02,0.77,400,218,1,658,15,1,300,2000,0.560395333333333,0.0459063599115556,0.9555,0.219765,NaN,NaN,NaN,0.21,0.02,0.77,0.21,0.02
8,0.2,0.0567,0.7433,400,303,1,729,15,0.866666666666667,300,2000,0.575162,0.046667889956,0.956788888888889,0.245607707777778,NaN,NaN,NaN,0.2,0.0567,0.7433,0.2,0.0567
9,0.2733,0.01,0.7167,400,268,1,704,15,0.933333333333333,300,2000,0.591296333333334,0.0473832358198889,0.925188888888889,0.262106012222222,NaN,NaN,NaN,0.2733,0.01,0.7167,0.2733,0.01
10,0.15,0.1533,0.6967,400,285,1,727,15,0.8,300,2000,0.601996666666667,0.0461997363222223,0.953988888888889,0.28934483,NaN,NaN,NaN,0.15,0.1533,0.6967,0.15,0.1533
11,0.2367,0.11,0.6533,400,349,1,793,15,0.933333333333333,300,2000,0.615897333333333,0.0461461111928889,0.931888888888889,0.323085877777778,NaN,NaN,NaN,0.2367,0.11,0.6533,0.2367,0.11
12,0.3833,0,0.6167,400,380,1,841,15,1,300,2000,0.631331,0.0457329182056667,0.853055555555556,0.326976194444445,NaN,NaN,NaN,0.3833,0,0.6167,0.3833,0
13,0.4867,0,0.5133,400,513,1,1003,15,1,300,2000,0.654731333333333,0.0450652842848889,0.763155555555556,0.371427808888889,NaN,NaN,NaN,0.4867,0,0.5133,0.4867,0
14,0.0567,0.5467,0.3967,400,682,1,1232,15,0.8,300,2000,0.685665,0.0451968109416667,0.697944444444444,0.421069883333333,NaN,NaN,NaN,0.0567,0.5467,0.3967,0.0567,0.5467
15,0.7133,0.02,0.2667,400,717,1,1337,15,0.8,300,2000,0.729731666666666,0.0440957844972223,0.490755555555556,0.359871048888889,NaN,NaN,NaN,0.7133,0.02,0.2667,0.7133,0.02
16,0.8333,0.01,0.1567,400,730,1,1449,15,1,300,2000,0.770265000000001,0.0413599996083334,0.305455555555555,0.25759067,NaN,NaN,NaN,0.8333,0.01,0.1567,0.8333,0.01
17,0.9533,0.0033,0.0433,400,785,1,1588,15,0.933333333333333,300,2000,0.798865333333334,0.0390581690648888,0.0911444444444445,0.0871978900000001,NaN,NaN,NaN,0.9533,0.0033,0.0433,0.9533,0.0033
18,0.05,0.9433,0.0067,400,784,1,1617,15,0.733333333333333,300,2000,0.820499,0.0368448142323333,0.107622222222222,0.106901153333333,NaN,NaN,NaN,0.05,0.9433,0.0067,0.05,0.9433
19,1,0,0,400,751,1,1592,15,1,300,2000,0.831532333333334,0.0344179418545555,0,0,NaN,NaN,NaN,1,0,0,1,0
20,0.05,0.95,0,400,763,1,1631,15,0.8,300,2000,0.837265666666667,0.0329086466545556,0.0950000000000001,0.0950000000000001,NaN,NaN,NaN,0.05,0.95,0,0.05,0.95
21,0.0433,0.9567,0,400,756,1,1613,15,0.666666666666667,300,2000,0.841699,0.031307123299,0.0829111111111112,0.0829111111111112,NaN,NaN,NaN,0.0433,0.9567,0,0.0433,0.9567
22,0.8433,0.1567,0,400,773,1,1638,15,0.866666666666667,300,2000,0.845332333333333,0.0298759694545556,0.264244444444444,0.264244444444444,NaN,NaN,NaN,0.8433,0.1567,0,0.8433,0.1567
23,1,0,0,400,727,1,1609,15,1,300,2000,0.847665666666667,0.0286527741212222,0,0,NaN,NaN,NaN,1,0,0,1,0
24,1,0,0,400,708,1,1592,15,1,300,2000,0.849532333333333,0.0274370445212222,0,0,NaN,NaN,NaN,1,0,0,1,0
25,0.84,0.1567,0.0033,400,863,1,1822,15,0.866666666666667,300,2000,0.851732333333333,0.0263733689212222,0.269855555555556,0.268965032222223,NaN,NaN,NaN,0.84,0.1567,0.0033,0.84,0.1567
26,0.9967,0.0033,0,400,698,1,1596,15,0.933333333333333,300,2000,0.854632333333333,0.0254251580545556,0.00664444444444445,0.00664444444444445,NaN,NaN,NaN,0.9967,0.0033,0,0.9967,0.0033
27,1,0,0,400,696,1,1592,15,1,300,2000,0.855365666666667,0.0246926395212222,0,0,NaN,NaN,NaN,1,0,0,1,0
28,0.9167,0.0833,0,400,966,1,1995,15,0.866666666666667,300,2000,0.856832333333333,0.0241110424545556,0.152777777777778,0.152777777777778,NaN,NaN,NaN,0.9167,0.0833,0,0.9167,0.0833
29,0.9967,0.0033,0,400,689,1,1592,15,0.933333333333333,300,2000,0.858065666666667,0.0236012482545556,0.00664444444444445,0.00664444444444445,NaN,NaN,NaN,0.9967,0.0033,0,0.9967,0.0033
30,0.0533,0.9467,0,400,742,1,1625,15,0.933333333333333,300,2000,0.854532333333333,0.0239950545212222,0.100977777777778,0.100977777777778,NaN,NaN,NaN,0.0533,0.9467,0,0.0533,0.9467
